Country,State,Timestamp,SensorID,Latitude,Longitude,Temperature,QualityFlag
India,Karnataka,2015-12-29,S1362,40.4966,13.9727,28.51,BAD
Australia,Victoria,2015-12-30,S1363,-0.4838,-97.1097,16.75,GOOD
USA,California,2015-12-31,S1364,-76.2769,-81.1066,25.3,GOOD
USA,Texas,2016-01-01,S1365,-82.098,-120.3301,29.68,GOOD
India,Delhi,2016-01-02,S1366,89.0675,76.2202,21.57,GOOD
USA,Texas,2016-01-03,S1367,16.841,-153.6906,29.71,GOOD
USA,Texas,2016-01-04,S1368,39.2996,-90.9575,28.41,GOOD
India,Karnataka,2016-01-05,S1369,48.8928,-0.3976,25.15,GOOD
India,Delhi,2016-01-06,S1370,-72.8281,-25.6673,15.0,GOOD
India,Delhi,2016-01-07,S1371,-38.0007,-36.7788,29.84,GOOD
Australia,Queensland,2016-01-08,S1372,81.1671,27.7641,19.81,GOOD
USA,California,2016-01-09,S1373,-25.4559,56.3872,35.57,GOOD
USA,California,2016-01-10,S1374,-58.4601,132.0373,25.11,GOOD
India,Delhi,2016-01-11,S1375,14.416,6.0114,17.37,GOOD
USA,New York,2016-01-12,S1376,-14.4994,100.9316,17.81,BAD
USA,New York,2016-01-13,S1377,-36.775,33.7689,14.36,GOOD
USA,Texas,2016-01-14,S1378,-30.2056,69.7025,25.09,GOOD
USA,New York,2016-01-15,S1379,-37.7947,155.1636,30.68,GOOD
Australia,Queensland,2016-01-16,S1380,40.1631,-107.7983,38.35,GOOD
Australia,Queensland,2016-01-17,S1381,-80.6578,-111.1973,,GOOD
USA,New York,2016-01-18,S1382,-31.4469,76.5437,34.74,GOOD
Australia,New South Wales,2016-01-19,S1383,55.2048,174.549,31.56,GOOD
USA,California,2016-01-20,S1384,-86.2792,-83.1529,15.63,GOOD
USA,California,2016-01-21,S1385,-24.8922,161.7151,26.14,GOOD
Australia,Victoria,2016-01-22,S1386,85.0356,-18.4271,26.38,GOOD
USA,New York,2016-01-23,S1387,35.0272,82.4332,16.53,GOOD
USA,California,2016-01-24,S1388,86.1346,128.3534,31.71,GOOD
Australia,Victoria,2016-01-25,S1389,-0.6734,-43.0136,20.06,GOOD
Australia,Queensland,2016-01-26,S1390,10.6165,0.3916,27.05,GOOD
USA,California,2016-01-27,S1391,-34.4098,-6.3848,22.41,GOOD
India,Maharashtra,2016-01-28,S1392,-34.2382,-75.5836,7.77,GOOD
USA,New York,2016-01-29,S1393,78.3535,126.2449,33.78,GOOD
Australia,New South Wales,2016-01-30,S1394,-19.6772,-111.086,14.24,
India,Maharashtra,2016-01-31,S1395,-77.6964,102.1535,30.46,GOOD
USA,Texas,2016-02-01,S1396,80.0007,51.0244,39.51,GOOD
USA,New York,2016-02-02,S1397,45.1692,-143.5058,19.74,GOOD
India,Maharashtra,2016-02-03,S1398,86.2124,19.9784,24.78,GOOD
USA,Texas,2016-02-04,S1399,-76.6724,37.9738,22.86,GOOD
USA,California,2016-02-05,S1400,17.1647,-118.0402,30.94,GOOD
Australia,Queensland,2016-02-06,S1401,-7.556,-146.8457,35.92,GOOD
USA,Texas,2016-02-07,S1402,30.9701,30.0805,36.0,GOOD
Australia,New South Wales,2016-02-08,S1403,-70.937,-124.2617,32.64,GOOD
Australia,New South Wales,2016-02-09,S1404,32.4201,-33.0654,29.41,GOOD
India,Delhi,2016-02-10,S1405,82.3646,-36.3473,27.72,GOOD
India,Maharashtra,2016-02-11,S1406,-11.9551,-146.6548,29.52,
Australia,Victoria,2016-02-12,S1407,-11.8074,80.4412,16.84,GOOD
USA,New York,2016-02-13,S1408,-73.5495,-108.2627,39.0,GOOD
Australia,New South Wales,2016-02-14,S1409,-51.4068,-82.5097,36.05,GOOD
USA,New York,2016-02-15,S1410,81.2683,121.8571,38.64,GOOD
USA,New York,2016-02-16,S1411,-53.9492,42.0421,22.59,BAD
India,Karnataka,2016-02-17,S1412,15.2008,13.7995,26.23,GOOD
India,Delhi,2016-02-18,S1413,-8.2178,46.889,38.7,GOOD
Australia,New South Wales,2016-02-19,S1414,-78.4789,116.9076,20.15,GOOD
USA,New York,2016-02-20,S1415,-16.6261,-10.9708,38.76,GOOD
Australia,Victoria,2016-02-21,S1416,-61.1167,-154.6229,21.06,GOOD
USA,California,2016-02-22,S1417,-9.6838,110.104,36.55,GOOD
India,Karnataka,2016-02-23,S1418,52.0727,-69.1935,48.59,GOOD
Australia,Victoria,2016-02-24,S1419,79.4017,135.475,34.96,GOOD
India,Delhi,2016-02-25,S1420,31.8493,121.647,33.52,GOOD
Australia,New South Wales,2016-02-26,S1421,-7.3459,-32.0063,7.88,GOOD
USA,New York,2016-02-27,S1422,52.0978,-73.1568,2.91,GOOD
USA,California,2016-02-28,S1423,68.6992,-136.2617,21.67,GOOD
Australia,New South Wales,2016-02-29,S1424,-19.6141,-95.6868,25.85,GOOD
Australia,Queensland,2016-03-01,S1425,-15.1605,-25.58,12.78,GOOD
Australia,New South Wales,2016-03-02,S1426,66.6949,47.3108,33.69,GOOD
Australia,Victoria,2016-03-03,S1427,-10.9628,172.9568,33.44,GOOD
India,Karnataka,2016-03-04,S1428,49.7681,40.0812,27.33,GOOD
Australia,Victoria,2016-03-05,S1429,-50.0579,77.2709,21.6,GOOD
India,Maharashtra,2016-03-06,S1430,-2.683,-59.8938,27.25,GOOD
India,Karnataka,2016-03-07,S1431,68.8608,-12.1285,39.07,GOOD
India,Maharashtra,2016-03-08,S1432,67.9231,-39.8142,34.9,GOOD
India,Karnataka,2016-03-09,S1433,-22.4156,109.3732,21.34,GOOD
Australia,Victoria,2016-03-10,S1434,-77.6315,-46.9533,9.99,GOOD
Australia,New South Wales,2016-03-11,S1435,-50.8199,58.2063,29.96,
India,Delhi,2016-03-12,S1436,50.7528,90.6289,27.15,GOOD
Australia,Queensland,2016-03-13,S1437,38.3825,-40.8167,37.1,GOOD
India,Karnataka,2016-03-14,S1438,27.7439,140.0861,27.37,GOOD
India,Delhi,2016-03-15,S1439,38.9515,-82.4606,28.71,GOOD
Australia,Victoria,2016-03-16,S1440,-56.1743,-152.2902,18.94,BAD
USA,Texas,2016-03-17,S1441,53.3235,-82.0994,19.5,GOOD
USA,California,2016-03-18,S1442,-55.6332,70.0707,25.79,GOOD
India,Karnataka,2016-03-19,S1443,56.6892,100.0891,24.58,GOOD
Australia,New South Wales,2016-03-20,S1444,-83.9382,136.5069,17.4,GOOD
Australia,New South Wales,2016-03-21,S1445,-31.8551,143.2509,36.48,GOOD
Australia,New South Wales,2016-03-22,S1446,-72.9148,179.6013,27.68,GOOD
Australia,Victoria,2016-03-23,S1447,89.5731,-93.0613,27.53,GOOD
Australia,Victoria,2016-03-24,S1448,-87.5343,-151.12,26.38,GOOD
India,Karnataka,2016-03-25,S1449,37.1085,-68.7758,,GOOD
Australia,New South Wales,2016-03-26,S1450,-19.6932,-155.0418,23.36,GOOD
India,Karnataka,2016-03-27,S1451,14.1912,25.0144,25.04,GOOD
Australia,New South Wales,2016-03-28,S1452,86.6012,53.8232,23.35,GOOD
India,Maharashtra,2016-03-29,S1453,-8.1424,62.9231,29.48,GOOD
Australia,Queensland,2016-03-30,S1454,35.4844,53.51,29.47,GOOD
USA,Texas,2016-03-31,S1455,-57.7159,73.8501,23.72,GOOD
USA,Texas,2016-04-01,S1456,19.7455,71.8702,32.62,GOOD
USA,Texas,2016-04-02,S1457,68.6908,30.4199,28.79,GOOD
India,Maharashtra,2016-04-03,S1458,36.4752,-156.0501,19.82,GOOD
USA,Texas,2016-04-04,S1459,34.3224,34.8395,26.75,GOOD
India,Karnataka,2016-04-05,S1460,89.5028,-169.1906,23.67,GOOD
USA,California,2016-04-06,S1461,62.5298,-157.5381,26.7,BAD
Australia,Victoria,2016-04-07,S1462,-5.5607,-83.3176,23.35,GOOD
USA,New York,2016-04-08,S1463,84.1971,-21.6934,19.03,BAD
Australia,New South Wales,2016-04-09,S1464,-26.0424,62.6379,15.37,GOOD
India,Maharashtra,2016-04-10,S1465,65.6386,-124.2269,16.66,GOOD
Australia,Queensland,2016-04-11,S1466,14.5258,1.9832,9.66,GOOD
USA,New York,2016-04-12,S1467,-10.4856,174.3244,,GOOD
USA,California,2016-04-13,S1468,8.5028,177.0382,17.03,GOOD
India,Karnataka,2016-04-14,S1469,11.2599,95.4577,32.86,GOOD
USA,New York,2016-04-15,S1470,28.4549,-137.8758,4.65,GOOD
USA,New York,2016-04-16,S1471,72.5936,140.3581,40.9,GOOD
India,Delhi,2016-04-17,S1472,84.6424,155.6362,38.83,GOOD
India,Karnataka,2016-04-18,S1473,-39.8442,-101.2645,25.59,GOOD
India,Maharashtra,2016-04-19,S1474,-64.2598,-45.1626,20.61,BAD
Australia,Queensland,2016-04-20,S1475,62.1218,106.5335,31.67,GOOD
USA,California,2016-04-21,S1476,18.0507,-160.7348,44.84,GOOD
India,Delhi,2016-04-22,S1477,-73.1202,-4.993,43.14,GOOD
USA,New York,2016-04-23,S1478,46.9036,-124.3828,19.75,GOOD
USA,Texas,2016-04-24,S1479,48.5008,-36.7683,19.14,GOOD
USA,Texas,2016-04-25,S1480,1.7737,0.4592,20.21,GOOD
Australia,Queensland,2016-04-26,S1481,-61.0777,-171.0102,16.12,GOOD
USA,California,2016-04-27,S1482,76.0261,70.4249,21.57,BAD
Australia,Queensland,2016-04-28,S1483,49.0989,-94.704,8.62,GOOD
India,Delhi,2016-04-29,S1484,58.8345,8.9048,30.94,
India,Delhi,2016-04-30,S1485,83.0686,60.4324,25.91,GOOD
Australia,New South Wales,2016-05-01,S1486,80.4891,138.5478,30.56,GOOD
USA,Texas,2016-05-02,S1487,32.0605,15.4877,13.3,GOOD
Australia,Queensland,2016-05-03,S1488,-73.9819,177.0106,19.69,GOOD
India,Karnataka,2016-05-04,S1489,-54.2716,-120.6415,32.05,BAD
Australia,New South Wales,2016-05-05,S1490,45.2119,91.3925,25.68,GOOD
USA,New York,2016-05-06,S1491,-79.991,-177.5239,1.07,GOOD
India,Delhi,2016-05-07,S1492,-36.887,-72.4114,31.72,GOOD
India,Maharashtra,2016-05-08,S1493,-12.6076,119.1417,17.25,GOOD
USA,California,2016-05-09,S1494,17.2948,-23.8162,26.83,GOOD
India,Delhi,2016-05-10,S1495,-50.7764,-174.5363,38.7,GOOD
Australia,Queensland,2016-05-11,S1496,-75.1079,-88.5824,40.17,GOOD
India,Maharashtra,2016-05-12,S1497,86.5023,-102.7095,26.76,GOOD
India,Karnataka,2016-05-13,S1498,-71.4123,-117.8914,37.13,GOOD
Australia,New South Wales,2016-05-14,S1499,52.8427,-168.5597,29.82,GOOD
USA,California,2016-05-15,S1500,-50.7132,176.1954,20.4,GOOD
India,Delhi,2016-05-16,S1501,44.1323,-152.4817,21.64,GOOD
Australia,Victoria,2016-05-17,S1502,60.2264,-50.9995,21.09,GOOD
India,Maharashtra,2016-05-18,S1503,13.765,94.2781,28.36,GOOD
India,Delhi,2016-05-19,S1504,-14.263,36.6056,,GOOD
Australia,Victoria,2016-05-20,S1505,21.463,-60.4405,19.72,GOOD
India,Maharashtra,2016-05-21,S1506,-82.0727,69.6007,21.48,GOOD
Australia,New South Wales,2016-05-22,S1507,-81.5785,-64.9253,29.4,GOOD
India,Delhi,2016-05-23,S1508,-50.9479,-76.3181,37.77,GOOD
Australia,Queensland,2016-05-24,S1509,37.8207,-145.5375,22.15,GOOD
Australia,New South Wales,2016-05-25,S1510,-21.669,-66.0288,17.98,GOOD
Australia,Queensland,2016-05-26,S1511,-12.8776,83.3387,16.08,GOOD
Australia,Queensland,2016-05-27,S1512,-21.7727,149.4219,26.87,GOOD
USA,Texas,2016-05-28,S1513,72.2849,-102.5264,23.01,GOOD
Australia,New South Wales,2016-05-29,S1514,80.4161,-35.9236,37.06,GOOD
Australia,New South Wales,2016-05-30,S1515,-55.5962,-14.5257,19.46,GOOD
USA,California,2016-05-31,S1516,-0.5588,150.0991,17.29,GOOD
India,Maharashtra,2016-06-01,S1517,71.6336,-149.714,20.01,GOOD
USA,Texas,2016-06-02,S1518,60.2905,170.8886,33.39,
Australia,Victoria,2016-06-03,S1519,-14.4671,-161.7759,38.24,GOOD
Australia,Victoria,2016-06-04,S1520,11.9187,-177.7473,19.47,GOOD
USA,New York,2016-06-05,S1521,-66.2462,4.7459,33.36,GOOD
Australia,Victoria,2016-06-06,S1522,77.4717,-145.6701,28.46,GOOD
USA,California,2016-06-07,S1523,-30.2403,58.6067,28.76,GOOD
India,Delhi,2016-06-08,S1524,-52.4541,-73.2989,24.03,GOOD
Australia,Victoria,2016-06-09,S1525,-16.478,64.691,39.14,GOOD
India,Maharashtra,2016-06-10,S1526,-43.2309,138.991,24.23,GOOD
Australia,Victoria,2016-06-11,S1527,31.0291,117.3833,21.67,GOOD
India,Maharashtra,2016-06-12,S1528,-41.2841,-150.7573,16.17,GOOD
USA,California,2016-06-13,S1529,52.8873,57.3923,22.35,BAD
India,Delhi,2016-06-14,S1530,-13.0524,-61.0975,21.72,GOOD
India,Maharashtra,2016-06-15,S1531,-66.7486,-144.1633,30.7,GOOD
Australia,Queensland,2016-06-16,S1532,27.3768,101.131,11.65,GOOD
Australia,Queensland,2016-06-17,S1533,-38.1904,-146.4223,26.28,GOOD
Australia,Victoria,2016-06-18,S1534,-44.8056,54.1531,30.47,GOOD
India,Maharashtra,2016-06-19,S1535,89.4437,-113.9571,24.56,GOOD
India,Maharashtra,2016-06-20,S1536,61.5628,-6.2231,17.0,GOOD
USA,California,2016-06-21,S1537,24.0141,109.9893,23.1,GOOD
USA,California,2016-06-22,S1538,8.4053,122.3353,28.08,GOOD
USA,Texas,2016-06-23,S1539,38.6494,-74.3928,35.25,GOOD
USA,New York,2016-06-24,S1540,80.2664,-73.5033,29.83,GOOD
India,Karnataka,2016-06-25,S1541,-67.0006,-20.748,27.39,BAD
USA,Texas,2016-06-26,S1542,56.4182,152.7315,30.06,GOOD
USA,New York,2016-06-27,S1543,26.0825,-76.2294,27.32,GOOD
USA,New York,2016-06-28,S1544,70.9928,116.4983,29.67,GOOD
India,Delhi,2016-06-29,S1545,29.9282,175.9808,9.76,GOOD
Australia,Victoria,2016-06-30,S1546,85.823,-34.299,21.51,GOOD
USA,Texas,2016-07-01,S1547,-32.3951,-8.4739,5.74,GOOD
India,Delhi,2016-07-02,S1548,42.9311,59.9822,34.18,GOOD
India,Delhi,2016-07-03,S1549,-73.3499,100.9252,24.72,GOOD
India,Delhi,2016-07-04,S1550,-67.401,166.8528,21.32,GOOD
Australia,Queensland,2016-07-05,S1551,27.3422,119.6702,11.1,GOOD
Australia,New South Wales,2016-07-06,S1552,-0.3366,68.1517,12.61,GOOD
USA,Texas,2016-07-07,S1553,8.059,-131.1522,27.06,GOOD
Australia,New South Wales,2016-07-08,S1554,-25.4481,148.0821,20.85,GOOD
USA,California,2016-07-09,S1555,36.3793,-60.7132,42.31,GOOD
USA,New York,2016-07-10,S1556,52.2027,-65.5263,26.63,GOOD
Australia,New South Wales,2016-07-11,S1557,-76.1899,-120.2211,28.97,GOOD
Australia,Queensland,2016-07-12,S1558,-8.6244,174.8899,17.18,BAD
USA,Texas,2016-07-13,S1559,-18.5494,-16.0621,24.99,GOOD
India,Maharashtra,2016-07-14,S1560,4.5465,-139.9649,19.8,GOOD
Australia,Victoria,2016-07-15,S1561,42.1858,-104.8209,28.28,GOOD
USA,California,2016-07-16,S1562,-36.8158,10.7893,24.03,GOOD
Australia,New South Wales,2016-07-17,S1563,68.1785,21.0068,21.74,GOOD
Australia,New South Wales,2016-07-18,S1564,0.4484,-107.7224,35.99,GOOD
USA,New York,2016-07-19,S1565,-34.745,-109.729,12.66,BAD
India,Delhi,2016-07-20,S1566,-13.9219,178.4296,17.14,GOOD
USA,California,2016-07-21,S1567,21.2277,-56.935,12.05,GOOD
USA,California,2016-07-22,S1568,-67.1227,-111.8579,9.55,GOOD
USA,Texas,2016-07-23,S1569,57.6878,117.4827,31.96,GOOD
USA,California,2016-07-24,S1570,-9.8304,-174.7558,18.88,BAD
Australia,New South Wales,2016-07-25,S1571,22.6171,25.7788,25.05,GOOD
India,Maharashtra,2016-07-26,S1572,29.974,-151.1619,26.16,GOOD
India,Karnataka,2016-07-27,S1573,-20.3927,-161.5859,20.09,GOOD
Australia,Queensland,2016-07-28,S1574,1.0254,-157.6651,1.56,GOOD
India,Karnataka,2016-07-29,S1575,-43.5413,-139.1254,41.42,BAD
Australia,New South Wales,2016-07-30,S1576,-30.5295,32.1173,29.87,GOOD
India,Delhi,2016-07-31,S1577,46.2165,65.0009,29.19,BAD
India,Karnataka,2016-08-01,S1578,25.5275,-32.116,32.82,GOOD
Australia,Victoria,2016-08-02,S1579,-58.1252,-144.5673,8.15,GOOD
Australia,Queensland,2016-08-03,S1580,-72.5462,-115.5486,37.24,GOOD
Australia,Queensland,2016-08-04,S1581,76.0382,-153.8154,30.32,GOOD
USA,New York,2016-08-05,S1582,59.5121,-99.1233,34.45,GOOD
India,Delhi,2016-08-06,S1583,53.8484,-59.6906,19.98,BAD
Australia,New South Wales,2016-08-07,S1584,70.2248,54.819,28.13,GOOD
USA,California,2016-08-08,S1585,23.9045,96.8112,6.68,GOOD
India,Maharashtra,2016-08-09,S1586,-35.4906,83.1167,11.16,GOOD
Australia,New South Wales,2016-08-10,S1587,-46.1157,56.1252,40.07,BAD
Australia,New South Wales,2016-08-11,S1588,-4.855,-164.4065,16.49,GOOD
Australia,Queensland,2016-08-12,S1589,-54.764,4.743,19.29,GOOD
India,Delhi,2016-08-13,S1590,-57.1048,-65.1438,10.12,GOOD
India,Maharashtra,2016-08-14,S1591,-32.6359,-142.3167,20.16,GOOD
Australia,New South Wales,2016-08-15,S1592,-67.4324,-88.6994,19.63,GOOD
India,Delhi,2016-08-16,S1593,70.3185,34.9003,25.9,GOOD
Australia,New South Wales,2016-08-17,S1594,-41.6164,-108.488,37.47,GOOD
Australia,Queensland,2016-08-18,S1595,-13.23,41.5515,21.49,GOOD
Australia,New South Wales,2016-08-19,S1596,-25.1324,37.7422,32.33,
Australia,Victoria,2016-08-20,S1597,-30.0994,20.6658,30.99,GOOD
India,Karnataka,2016-08-21,S1598,42.4652,-104.9762,33.52,
India,Karnataka,2016-08-22,S1599,-43.8855,-100.5656,29.5,GOOD
India,Maharashtra,2016-08-23,S1600,46.801,-67.4647,25.0,GOOD
Australia,New South Wales,2016-08-24,S1601,-35.3906,101.4807,34.2,GOOD
Australia,New South Wales,2016-08-25,S1602,-52.7728,1.6041,17.11,GOOD
USA,New York,2016-08-26,S1603,-48.1996,-34.0829,22.73,GOOD
Australia,Queensland,2016-08-27,S1604,71.4592,124.6047,29.77,GOOD
India,Karnataka,2016-08-28,S1605,-78.7624,-4.9775,19.93,GOOD
Australia,Queensland,2016-08-29,S1606,64.3016,95.2743,32.92,GOOD
India,Maharashtra,2016-08-30,S1607,-30.309,0.2086,20.3,BAD
Australia,Queensland,2016-08-31,S1608,-9.8263,-149.6681,18.59,
USA,New York,2016-09-01,S1609,-33.6745,129.0623,16.52,GOOD
India,Delhi,2016-09-02,S1610,-59.6055,-160.6915,33.24,GOOD
Australia,Victoria,2016-09-03,S1611,-59.7099,121.1192,31.98,GOOD
India,Delhi,2016-09-04,S1612,59.1676,118.6426,29.82,GOOD
Australia,Queensland,2016-09-05,S1613,75.9945,-128.8821,18.2,GOOD
Australia,Queensland,2016-09-06,S1614,23.6477,-82.5987,32.47,BAD
Australia,Queensland,2016-09-07,S1615,-19.2381,-129.8685,23.22,GOOD
USA,California,2016-09-08,S1616,-84.0118,-136.1203,26.51,GOOD
India,Maharashtra,2016-09-09,S1617,-8.772,132.9029,11.61,GOOD
USA,California,2016-09-10,S1618,31.2384,-130.5498,5.58,GOOD
USA,New York,2016-09-11,S1619,17.289,178.4644,18.04,GOOD
India,Delhi,2016-09-12,S1620,-50.4657,-179.9183,23.17,GOOD
USA,Texas,2016-09-13,S1621,-77.8311,80.6505,29.96,GOOD
India,Karnataka,2016-09-14,S1622,21.8395,78.7385,17.04,GOOD
India,Karnataka,2016-09-15,S1623,-80.3105,-111.6449,23.55,BAD
India,Delhi,2016-09-16,S1624,67.9414,98.3461,24.25,GOOD
USA,New York,2016-09-17,S1625,55.4522,-64.5392,18.43,GOOD
Australia,Queensland,2016-09-18,S1626,37.147,-55.5913,26.99,GOOD
Australia,New South Wales,2016-09-19,S1627,-29.2805,117.9085,12.0,GOOD
USA,California,2016-09-20,S1628,-24.6109,-22.0869,14.29,GOOD
Australia,Queensland,2016-09-21,S1629,81.6125,-158.3183,26.28,GOOD
Australia,Queensland,2016-09-22,S1630,24.2832,-135.4154,16.66,GOOD
USA,New York,2016-09-23,S1631,-68.6411,-118.1245,15.62,GOOD
India,Karnataka,2016-09-24,S1632,-69.1995,121.1115,19.91,GOOD
Australia,Victoria,2016-09-25,S1633,-38.8468,-75.9713,28.36,GOOD
USA,California,2016-09-26,S1634,-34.1445,1.2042,32.46,GOOD
USA,Texas,2016-09-27,S1635,8.4682,-148.5193,7.13,GOOD
USA,Texas,2016-09-28,S1636,-26.5811,-164.484,20.97,BAD
India,Karnataka,2016-09-29,S1637,47.4329,-140.8743,24.24,BAD
Australia,Queensland,2016-09-30,S1638,-63.7162,157.7031,35.52,GOOD
Australia,New South Wales,2016-10-01,S1639,-77.5734,-59.4759,20.48,GOOD
USA,Texas,2016-10-02,S1640,-66.1916,-109.1922,17.24,GOOD
Australia,New South Wales,2016-10-03,S1641,35.2944,-49.4993,21.82,GOOD
Australia,Victoria,2016-10-04,S1642,-15.6407,-108.2356,23.96,GOOD
USA,New York,2016-10-05,S1643,-25.1291,-148.6544,13.92,GOOD
India,Delhi,2016-10-06,S1644,-18.4911,-91.6018,13.57,GOOD
India,Delhi,2016-10-07,S1645,38.6452,-93.521,26.78,GOOD
USA,New York,2016-10-08,S1646,17.8871,-107.545,21.6,GOOD
USA,California,2016-10-09,S1647,14.963,28.4275,23.24,GOOD
India,Delhi,2016-10-10,S1648,-13.7214,-56.8323,23.08,GOOD
India,Maharashtra,2016-10-11,S1649,9.6405,-72.2765,11.64,GOOD
India,Karnataka,2016-10-12,S1650,18.2491,-57.8807,31.92,BAD
India,Maharashtra,2016-10-13,S1651,31.2761,-17.8739,30.26,GOOD
India,Karnataka,2016-10-14,S1652,-53.2684,-74.912,35.6,GOOD
USA,California,2016-10-15,S1653,38.7225,164.5685,13.75,GOOD
USA,Texas,2016-10-16,S1654,-12.8224,-160.6385,43.11,GOOD
USA,California,2016-10-17,S1655,-65.0937,85.7406,30.46,GOOD
Australia,Queensland,2016-10-18,S1656,-28.5046,53.4472,37.15,BAD
USA,California,2016-10-19,S1657,56.8342,35.0325,30.27,GOOD
Australia,New South Wales,2016-10-20,S1658,-25.9032,64.9384,41.9,GOOD
Australia,New South Wales,2016-10-21,S1659,24.3582,-109.2647,36.18,GOOD
India,Maharashtra,2016-10-22,S1660,-11.6287,163.1232,24.26,GOOD
USA,Texas,2016-10-23,S1661,-80.4912,81.3905,23.08,GOOD
India,Karnataka,2016-10-24,S1662,-21.6473,42.1899,27.49,GOOD
USA,California,2016-10-25,S1663,-56.9188,-61.7812,9.88,GOOD
Australia,New South Wales,2016-10-26,S1664,-43.6538,98.791,12.31,GOOD
USA,California,2016-10-27,S1665,10.4708,-55.0792,19.7,GOOD
Australia,New South Wales,2016-10-28,S1666,-29.4618,151.3929,8.48,GOOD
USA,Texas,2016-10-29,S1667,-74.6275,170.0861,25.23,GOOD
USA,California,2016-10-30,S1668,-7.7728,124.4402,22.26,GOOD
USA,New York,2016-10-31,S1669,86.6127,-12.1488,10.88,GOOD
Australia,Queensland,2016-11-01,S1670,79.8801,-89.6795,13.46,GOOD
Australia,Victoria,2016-11-02,S1671,-27.6846,55.3632,9.98,GOOD
USA,California,2016-11-03,S1672,11.6352,5.9859,22.69,BAD
India,Delhi,2016-11-04,S1673,-3.2369,92.7996,28.3,GOOD
USA,California,2016-11-05,S1674,-60.3721,-157.0033,23.62,GOOD
Australia,Victoria,2016-11-06,S1675,45.3187,146.2441,18.11,GOOD
USA,California,2016-11-07,S1676,-27.7454,-167.3225,,GOOD
USA,California,2016-11-08,S1677,71.8648,44.4619,31.27,GOOD
India,Maharashtra,2016-11-09,S1678,-35.8261,-113.7439,17.07,GOOD
India,Maharashtra,2016-11-10,S1679,-82.7399,-62.5787,19.94,GOOD
India,Delhi,2016-11-11,S1680,87.4447,121.8992,34.36,BAD
Australia,Victoria,2016-11-12,S1681,-35.6743,-166.5371,23.46,GOOD
India,Delhi,2016-11-13,S1682,45.2562,158.8804,23.35,GOOD
USA,Texas,2016-11-14,S1683,-51.272,45.8884,31.08,GOOD
India,Karnataka,2016-11-15,S1684,-39.1022,-70.3834,29.76,GOOD
Australia,Queensland,2016-11-16,S1685,-46.9774,46.3942,20.28,GOOD
India,Delhi,2016-11-17,S1686,16.7501,-3.8782,28.65,GOOD
Australia,Victoria,2016-11-18,S1687,-48.5304,-75.8722,30.3,GOOD
India,Karnataka,2016-11-19,S1688,31.3268,-174.0022,18.67,GOOD
USA,Texas,2016-11-20,S1689,15.3534,-87.6913,27.72,GOOD
India,Karnataka,2016-11-21,S1690,64.2304,-11.9239,25.31,GOOD
USA,California,2016-11-22,S1691,-4.4805,-41.0217,36.52,GOOD
Australia,Queensland,2016-11-23,S1692,-84.5251,81.6757,31.33,GOOD
Australia,Queensland,2016-11-24,S1693,84.9322,4.5415,28.29,GOOD
Australia,Victoria,2016-11-25,S1694,-36.3853,100.8173,34.17,GOOD
India,Karnataka,2016-11-26,S1695,57.698,-177.4289,,GOOD
USA,California,2016-11-27,S1696,39.6822,-78.543,39.51,GOOD
India,Maharashtra,2016-11-28,S1697,-65.802,-11.6206,22.26,GOOD
India,Maharashtra,2016-11-29,S1698,12.3178,105.1175,10.56,GOOD
USA,Texas,2016-11-30,S1699,-2.2669,160.3338,22.04,BAD
USA,New York,2016-12-01,S1700,-31.6208,162.7718,25.53,GOOD
Australia,Victoria,2016-12-02,S1701,-75.137,-124.3725,19.94,GOOD
Australia,Victoria,2016-12-03,S1702,83.9805,160.0947,11.36,GOOD
Australia,Victoria,2016-12-04,S1703,55.923,161.413,25.59,
Australia,Queensland,2016-12-05,S1704,41.9689,178.3517,22.44,GOOD
India,Maharashtra,2016-12-06,S1705,-59.5509,171.8844,25.2,GOOD
India,Maharashtra,2016-12-07,S1706,2.7301,176.5027,45.09,GOOD
USA,California,2016-12-08,S1707,71.2307,-169.58,24.68,
India,Karnataka,2016-12-09,S1708,36.9882,-112.4984,24.5,GOOD
India,Delhi,2016-12-10,S1709,-57.2286,4.6306,23.58,GOOD
USA,New York,2016-12-11,S1710,76.6489,57.5976,32.78,GOOD
USA,Texas,2016-12-12,S1711,-67.6041,35.855,35.43,GOOD
USA,California,2016-12-13,S1712,-61.0859,-117.7114,40.67,GOOD
Australia,New South Wales,2016-12-14,S1713,57.9154,-129.9712,26.15,GOOD
Australia,Victoria,2016-12-15,S1714,51.5397,-34.1611,25.68,GOOD
India,Karnataka,2016-12-16,S1715,-88.602,-2.8469,37.76,GOOD
India,Maharashtra,2016-12-17,S1716,-34.2596,157.6173,19.24,GOOD
USA,Texas,2016-12-18,S1717,-50.3838,-88.5655,12.78,GOOD
USA,Texas,2016-12-19,S1718,-50.8585,-47.9956,17.12,GOOD
USA,New York,2016-12-20,S1719,38.9891,-50.8819,18.66,GOOD
India,Delhi,2016-12-21,S1720,-79.037,72.5635,25.81,GOOD
India,Delhi,2016-12-22,S1721,47.9242,-70.5259,25.85,GOOD
Australia,New South Wales,2016-12-23,S1722,-49.471,58.4344,21.27,GOOD
India,Maharashtra,2016-12-24,S1723,-40.5601,-9.2034,10.7,GOOD
India,Maharashtra,2016-12-25,S1724,-80.7902,-96.1709,32.53,GOOD
